remarks,current_cin,to_delete,replace,cin_1,company_name_1,cin_2,company_name_2,cin_3,company_name_3
Company Names aren't Matching,CIN-2,U67190MH1986PLC040506,,U67190MH1986PLC040506,SHCIL,U67190MH1986GOI040506,STOCK HOLDING CORPORATION OF INDIA LIMITED,,
Company Names aren't Matching,CIN-2,U72100KA2006PTC038218,,U72100KA2006PTC038218,MARVELL INDIA,U72100PN2006PTC188891,MARVELL INDIA PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U24231KA1979PTC003563,,U24231KA1979PTC003563,ASTRAZENECA PHARMA INDIA,L24231KA1979PLC003563,ASTRAZENECA PHARMA INDIA LIMITED,,
Company Names aren't Matching,CIN-2,L40101HP1994PLC015483,,L40101HP1994PLC015483,JAIPRAKASH POWER VENTURES,L40101MP1994PLC042920,JAIPRAKASH POWER VENTURES LIMITED,,
Company Names aren't Matching,CIN-2,U45209TG2001PLC037861,,U45209TG2001PLC037861,GANGAVARAM PORT,U63032TG2001PLC037861,GANGAVARAM PORT LIMITED,,
Company Names aren't Matching,CIN-2,U34100MH1995PLC093733,,U34100MH1995PLC093733,TATA AUTOCOMP SYSTEMS,U30204PN1995PLC158999,TATA AUTOCOMP SYSTEMS LIMITED,,
Company Names aren't Matching,CIN-2,L40109TN2006PLC058818,,L40109TN2006PLC058818,DALMIA BHARAT,L14200TN2013PLC112346,DALMIA BHARAT LIMITED,,
Company Names aren't Matching,CIN-2,U45303MH1996PTC099555,,U45303MH1996PTC099555,EXXONMOBIL COMPANY INDIA,U45303KA1996PTC115292,EXXONMOBIL COMPANY INDIA PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U25207HR1971PTC006005,,U25207HR1971PTC006005,JINDAL INDUSTRIES,U25207HR1972PTC006005,JINDAL INDUSTRIES PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,L51909DL1988PLC101836,,L51909DL1988PLC101836,DISH TV INDIA,L51909MH1988PLC287553,DISH TV INDIA LIMITED,,
Company Names aren't Matching,CIN-2,U05005TG1995PLC021217,,U05005TG1995PLC021217,OCEAN SPARKLE,U05005GJ1995PLC152226,OCEAN SPARKLE LIMITED,,
Company Names aren't Matching,CIN-2,U74899DL2000PTC108940,,U74899DL2000PTC108940,FUJITSU CONSULTING INDIA,U74899PN2000PTC231629,FUJITSU CONSULTING INDIA PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U74899DL2002PTC138679,,U74899DL2002PTC138679,TEVA API INDIA,U74899MH2002PTC326704,TEVA API INDIA PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U70101DL2003PLC123387,,U70101DL2003PLC123387,BHARTI REALTY,U70101HR2003PLC077294,BHARTI REALTY LIMITED.,,
Company Names aren't Matching,CIN-2,U85110KA1998PLC024020,,U85110KA1998PLC024020,PETRONET MHB,U85110KA1998GOI024020,PETRONET MHB LIMITED,,
Company Names aren't Matching,CIN-2,U34300DL1997PTC087224,,U34300DL1997PTC087224,GRAZIANO TRASMISSIONI INDIA,U34300PN1997PTC202633,GRAZIANO TRASMISSIONI INDIA PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U58110KA1998PTC024588,,U58110KA1998PTC024588,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PRIVAT,U85110KA1998PTC024588,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,L40300MH1989PC052574,,L40300MH1989PC052574,BHAGERIA INDUSTRIES,L40300MH1989PLC052574,BHAGERIA INDUSTRIES LIMITED,,
Company Names aren't Matching,CIN-2,L26942TN1951PLC000640,,L26942TN1951PLC000640,DALMIA BHARAT SUGAR AND INDUSTRIES,L15100TN1951PLC000640,DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,,
Company Names aren't Matching,CIN-2,U74900DL2004PLC131118,,U74900DL2004PLC131118,SAMVARDHANA MOTHERSON INTERNATIONAL,L35106MH1986PLC284510,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,,
Company Names aren't Matching,CIN-2,U99999MH1942PLC003573,,U99999MH1942PLC003573,TATA HOUSING DEVELOPMENT COMPANY,U45300MH1942PLC003573,TATA HOUSING DEVELOPMENT COMPANY LIMITED,,
Company Names aren't Matching,CIN-2,L33130AP1979PLC002521,,L33130AP1979PLC002521,NCL INDUSTRIES,L33130TG1979PLC002521,NCL INDUSTRIES LTD,,
Company Names aren't Matching,CIN-2,L85110DL1996PLC076704,,L85110DL1996PLC076704,FORTIS HEALTHCARE,L85110PB1996PLC045933,FORTIS HEALTHCARE LIMITED,,
Company Names aren't Matching,CIN-2,L29120PN2009PLC133351,,L29120PN2009PLC133351,KIRLOSKAR OIL ENGINES,L29100PN2009PLC133351,KIRLOSKAR OIL ENGINES LIMITED,,
Company Names aren't Matching,CIN-2,U85110KA1995PTC017100,,U85110KA1995PTC017100,BHARATIYA RESERVE BANK NOTE MUDRAN,U22213KA1995PTC017100,BHARATIYA RESERVE BANK NOTE MUDRAN PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U65991MH2002GOI137867,,U65991MH2002GOI137867,UTI ASSET MANAGEMENT COMPANY,L65991MH2002PLC137867,UTI ASSET MANAGEMENT COMPANY LIMITED,,
Company Names aren't Matching,CIN-2,L74899DL1956GOI1002674,,L74899DL1956GOI1002674,THE STATE TRADING CORPORATION OF INDIA,L74899DL1956GOI002674,THE STATE TRADING CORPORATION OF INDIA LIMITED,,
Company Names aren't Matching,CIN-2,L55101TN1996PLC036595,,L55101TN1996PLC036595,MAHINDRA HOLIDAYS & RESORTS INDIA,L55101MH1996PLC405715,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED,,
Company Names aren't Matching,CIN-2,U45203AP1979PLC057431,,U45203AP1979PLC057431,TATA PROJECTS,U45203TG1979PLC057431,TATA PROJECTS LIMITED,,
Company Names aren't Matching,CIN-2,U32100AP1967GOI001149,,U32100AP1967GOI001149,ELECTRONICS CORPORATION OF INDIA,U32100TG1967GOI001149,ELECTRONICS CORPORATION OF INDIA LIMITED,,
Company Names aren't Matching,CIN-2,U7121GJ2004PLC045144,,U7121GJ2004PLC045144,WELSPUN GLOBAL BRANDS,U71210GJ2004PLC045144,WELSPUN GLOBAL BRANDS LIMITED,,
Company Names aren't Matching,CIN-2,U74899DL2000PLC106999,,U74899DL2000PLC106999,MAITHON POWER,U74899MH2000PLC267297,MAITHON POWER LIMITED,,
Company Names aren't Matching,CIN-2,U74140MH2001PLC131458,,U74140MH2001PLC131458,RELIANCE CORPORATE IT PARK,U74140GJ2001PLC107554,RELIANCE CORPORATE IT PARK LIMITED,,
Company Names aren't Matching,CIN-2,L01110MH2006PLC161345,,L01110MH2006PLC161345,BAJAJ CONSUMER CARE,L01110RJ2006PLC047173,BAJAJ CONSUMER CARE LIMITED,,
Company Names aren't Matching,CIN-2,U74899DL1995ULT071405,,U74899DL1995ULT071405,AMWAY INDIA ENTERPRISES,U74120DL1995PTC071405,AMWAY INDIA ENTERPRISES PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,F00948,,F00948,SOCIETE GENERALE,U72200KA2000PTC027232,SOCIETE GENERALE GLOBAL SOLUTION CENTRE PRIVATE LI,,
Company Names aren't Matching,CIN-2,L35911PN1945PLC004656,,L35911PN1945PLC004656,BAJAJ HOLDINGS & INVESTMENT,L65100PN1945PLC004656,BAJAJ HOLDINGS & INVESTMENT LIMITED.,,
Company Names aren't Matching,CIN-2,U72200DL2004PTC228400,,U72200DL2004PTC228400,ATC TELECOM INFRASTRUCTURE,U74110MH2004PTC289328,ATC TELECOM INFRASTRUCTURE PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U74899DL1997PTC085151,,U74899DL1997PTC085151,HINDUSTAN COCA-COLA BEVERAGES,U74899HR1997PTC100334,HINDUSTAN COCA-COLA BEVERAGES PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,L26924UP1985PLC007595,,L26924UP1985PLC007595,KAJARIA CERAMICS,L26924HR1985PLC056150,KAJARIA CERAMICS LIMITED,,
Company Names aren't Matching,CIN-2,L28931RJ1984PLC002890,,L28931RJ1984PLC002890,GILLETTE INDIA,L28931MH1984PLC267130,GILLETTE INDIA LIMITED,,
Company Names aren't Matching,CIN-2,U31909KA1996PLC019918,,U31909KA1996PLC019918,UDUPI POWER CORPORATION,U31909GJ1996PLC125650,UDUPI POWER CORPORATION LIMITED,,
Company Names aren't Matching,CIN-2,U74899DL2001PLC111525,,U74899DL2001PLC111525,BSES YAMUNA POWER,U40109DL2001PLC111525,BSES YAMUNA POWER LIMITED,,
Company Names aren't Matching,CIN-2,L74899DL1995PLC070609,,L74899DL1995PLC070609,BHARTI AIRTEL,L74899HR1995PLC095967,BHARTI AIRTEL LIMITED,,
Company Names aren't Matching,CIN-2,U72200DL2001PLC111313,,U72200DL2001PLC111313,MAX HEALTHCARE INSTITUTE,U72200MH2001PLC322854,MAX HEALTHCARE INSTITUTE LIMITED,,
Company Names aren't Matching,CIN-2,U45201RJ1995PLC011270,,U45201RJ1995PLC011270,G R INFRAPROJECTS,U45201GJ1995PLC098652,G R INFRAPROJECTS LIMITED,,
Company Names aren't Matching,CIN-3,"L65100GJ1987PLC009362, L24110GJ1987PLC009362",,L65100GJ1987PLC009362,GFL LIMITED,L24110GJ1987PLC009362,GUJARAT FLUOROCHEMICALS LIMITED,L24304HP2018PLC011898,Gujarat Fluorochemicals Limited
Company Names aren't Matching,,L26942TG1983PLC004323,Replace L26942MH1983PLC265166 with L26942TG1983PLC157712,L26942TG1983PLC004323,ANJANI PORTLAND CEMENT,L26942MH1983PLC265166,ANJANI PORTLAND CEMENT LIMITED,,
Company Names aren't Matching,,U74999MH2007PLC169201,Replace U74999DL2007PLC277039 with L74999DL2007PLC277039,U74999MH2007PLC169201,INDIAN ENERGY EXCHANGE,U74999DL2007PLC277039,INDIAN ENERGY EXCHANGE LIMITED,,
Company Names aren't Matching,,U24239TG1998PLC030697,Replace U24239AP1998PLC098093 with U24239TS1998PLC178181,U24239TG1998PLC030697,KAKINADA SEAPORTS,U24239AP1998PLC098093,KAKINADA SEAPORTS LIMITED,,
Company Names aren't Matching,,U72900DL2003PTC121048,Replace U72900GJ2003PTC098847 with U68100DL2003PTC376334,U72900DL2003PTC121048,QA INFOTECH,U72900GJ2003PTC098847,QA INFOTECH PRIVATE LIMITED,,
Company Names aren't Matching,,L31300DN2000PLC000340,Replace L31300MH2000PLC269261 with L31300PN2000PLC202408,L31300DN2000PLC000340,STERLITE TECHNOLOGIES,L31300MH2000PLC269261,STERLITE TECHNOLOGIES LIMITED,,
Company Names aren't Matching,CIN-1,CIN-2,,U24211HR2004FTC049954,BRILLON CONSUMER PRODUCTS PRIVATE LIMITED,U24211PN1995PTC092381,S C JOHNSON PRODUCTS PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,CIN-1,,U72900DL2000PTC104902,BERTELSMANN MARKETING SERVICES INDIA PRIVATE LIMITED,U72900MH2000PTC437799,MAJOREL INDIA PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,CIN-1,,U51900GJ1989PLC079501,GERMAN REMEDIES LIMITED,U24230GJ2016PLC085929,ZYDUS HEALTHCARE LIMITED,,
Company Names Matching,CIN-1,U15424PN2000PLC014423,,U15421PN2001PLC147613,BALIRAJA SAKHAR KARKHANA LIMITED,U15424PN2000PLC014423,BALIRAJA SAKHAR KARKHANA LIMITED,,
Company Names Matching,CIN-1,U99999MH1945PTC004658,,L17119GJ1945PLC000214,SURAT TEXTILE MILLS LIMITED,U99999MH1945PTC004658,SURAT TEXTILE MILLS LIMITED,,
Company Names Matching,CIN-1,U55201WB2001PTC092795,,U28990WB2018PTC224517,P C CHANDRA (GEMS) PRIVATE LIMITED,U55201WB2001PTC092795,P C CHANDRA (GEMS) PRIVATE LIMITED,,
Company Names Matching,CIN-1,L99999TS1985PLC196357,,L99999MH1985PLC036685,SEQUENT SCIENTIFIC LIMITED,L99999TS1985PLC196357,Sequent Scientific Limited,,
Company Names Matching,CIN-1,U36999TN1998PTC040592,,U28992TZ2002PTC010241,RAJA CROWNS AND CANS PRIVATE LIMITED,U36999TN1998PTC040592,RAJA CROWNS AND CANS PRIVATE LIMITED,,
Company Names Matching,CIN-1,U99999KA1991PTC011758,,U32109TN1991PTC054006,PROTECTRON ELECTROMECH PRIVATE LIMITED,U99999KA1991PTC011758,PROTECTRON ELECTROMECH PRIVATE LIMITED,,
Company Names Matching,CIN-1,L32109Dl2003PLC119416,,L32109DL2003PLC119416,PG ELECTROPLAST LIMITED,L32109Dl2003PLC119416,Pg Electroplast Limited,,
Company Names Matching,CIN-1,U99999DL1901PTC000105,,U51909DL1933PTC369193,LAULS PRIVATE LIMITED,U99999DL1901PTC000105,LAULS PRIVATE LIMITED,,
Company Names Matching,CIN-1,U74999MH1995PTC084716,,U74899DL1994PTC061991,FORTUNE MARKETING PRIVATE LIMITED,U74999MH1995PTC084716,FORTUNE MARKETING PRIVATE LIMITED,,
Company Names Matching,CIN-1,U40108WB2001PTC092926,,U40102DL2001PTC134230,ARYAN ENERGY PRIVATE LIMITED,U40108WB2001PTC092926,ARYAN ENERGY PRIVATE LIMITED,,
Company Names Matching,CIN-1,U24231GJ1999PLC035441,,U24100GJ1994PLC022162,TROIKAA PHARMACEUTICALS LIMITED,U24231GJ1999PLC035441,TROIKAA PHARMACEUTICALS LIMITED,,
Company Names Matching,CIN-1,U99999GJ1962PLC001170,,L29306GJ2017PLC099085,THE ANUP ENGINEERING LIMITED,U99999GJ1962PLC001170,THE ANUP ENGINEERING LIMITED,,
Company Names Matching,CIN-1,U17119KA1998PTC080762,,U73100DL1998PTC092316,SABIC RESEARCH AND TECHNOLOGY PRIVATE LIMITED,U17119KA1998PTC080762,Sabic Research and Technology Private Limited,,
Company Names Matching,CIN-1,U72200TZ1997PTC008220,,U07010KA1997PTC036849,SOLITON TECHNOLOGIES PRIVATE LIMITED,U72200TZ1997PTC008220,SOLITON TECHNOLOGIES PRIVATE LIMITED,,
Company Names Matching,CIN-1,U74210MH2000PTC124117,,U29299PN2000PTC020157,PYROTEK INDIA PRIVATE LIMITED,U74210MH2000PTC124117,PYROTEK INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U74210MH1991PTC062197,,U29299PN1991PTC016996,XYTEL INDIA PRIVATE LIMITED,U74210MH1991PTC062197,XYTEL INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U33125GJ2017PTC099233,,U33110GJ2009PTC056957,ACCUMAX LAB DEVICES PRIVATE LIMITED,U33125GJ2017PTC099233,ACCUMAX LAB DEVICES PRIVATE LIMITED,,
Company Names Matching,CIN-1,U29292DL2012FTC234031,,U25190DL1996PTC080998,SANOH INDIA PRIVATE LIMITED,U29292DL2012FTC234031,SANOH INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U31905DL1981PLC127345,,U31300MH1981PTC024258,MINDA SAI LIMITED,U31905DL1981PLC127345,MINDA SAI LIMITED,,
Company Names Matching,CIN-1,U51109HR2009PTC039708,,U24299DL2021PTC385735,BEST CROP SCIENCE PRIVATE LIMITED,U51109HR2009PTC039708,BEST CROP SCIENCE PRIVATE LIMITED,,
Company Names Matching,CIN-1,U74999DL2002PTC186567,,U74999TG2002PTC111411,UNITEDHEALTH GROUP INFORMATION SERVICES PRIVATE LIMITED,U74999DL2002PTC186567,Unitedhealth Group Information Services Private Limited,,
Company Names Matching,CIN-1,U24232UP2005PLC030408,,U24232DL2005PLC148247,AXA PARENTERALS LIMITED,U24232UP2005PLC030408,AXA PARENTERALS LIMITED,,
Company Names Matching,CIN-1,U99999MH1997PTC111429,,U17226PN1997PTC014590,BRINTONS CARPETS ASIA PRIVATE LIMITED,U99999MH1997PTC111429,BRINTONS CARPETS ASIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U01222TG1980PTC026317,,U01222PN1980PTC017494,VENKATESHWARA RESEARCH AND BREEDING FARM PRIVATE LIMITED,U01222TG1980PTC026317,VENKATESHWARA RESEARCH AND BREEDING FARM PRIVATE LIMITED,,
Company Names Matching,CIN-1,U72200AP2000PTC033213,,U72200TG2000PTC033213,SATYAM VENTURE ENGINEERING SERVICES PRIVATE LIMITED,U72200AP2000PTC033213,Satyam Venture Engineering Services Private Limited,,
Company Names Matching,CIN-1,U19201DL1986PLC025335,,L19201HR1986PLC033185,LIBERTY SHOES LIMITED,U19201DL1986PLC025335,LIBERTY SHOES LIMITED,,
Company Names Matching,CIN-1,U74999MH2003PTC149854,,U74999DL2003PTC121582,THE WALT DISNEY COMPANY (INDIA) PRIVATE LIMITED,U74999MH2003PTC149854,THE WALT DISNEY COMPANY (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-1,U17100WB1923PLC004628,,L17119WB1992PLC054454,GLOSTER LIMITED,U17100WB1923PLC004628,GLOSTER LIMITED,,
Company Names Matching,CIN-1,U99999MH1998PTC115394,,U45309TN1998PTC046270,SCHWING STETTER (INDIA) PRIVATE LIMITED,U99999MH1998PTC115394,SCHWING STETTER (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-1,L35105TG1998PLC029911,,L45200TG1998PLC029911,LIKHITHA INFRASTRUCTURE LIMITED,L35105TG1998PLC029911,Likhitha Infrastructure Limited,,
Company Names Matching,CIN-1,U99999MH1983PLC030926,,L11100GJ1996PLC029880,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,U99999MH1983PLC030926,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,,
Company Names Matching,CIN-1,U34300DL1900PLC002706,,L29199HR1956PLC033107,TALBROS AUTOMOTIVE COMPONENTS LIMITED,U34300DL1900PLC002706,TALBROS AUTOMOTIVE COMPONENTS LIMITED,,
Company Names Matching,CIN-1,U63040DL1986PLC040589,,U45203BR1986PLC002398,BEST ROADWAYS LIMITED,U63040DL1986PLC040589,BEST ROADWAYS LIMITED,,
Company Names Matching,CIN-1,U40101UP1996PLC019443,,U40100TG1996PLC074796,ALAKNANDA HYDRO POWER COMPANY LIMITED,U40101UP1996PLC019443,ALAKNANDA HYDRO POWER COMPANY LIMITED,,
Company Names Matching,CIN-1,U99999MH9999PLC007536,,U74899DL2000PLC103817,UNIVERSAL CORPORATION LIMITED,U99999MH9999PLC007536,UNIVERSAL CORPORATION LIMITED,,
Company Names Matching,CIN-1,U01400DL1987PLC042339,,L05005AP1987PLC018436,THE WATERBASE LIMITED,U01400DL1987PLC042339,THE WATERBASE LIMITED,,
Company Names Matching,CIN-1,U29290MH1992PTC065258,,L67190MH1993PLC113638,ABM KNOWLEDGEWARE LIMITED,U29290MH1992PTC065258,ABM KNOWLEDGEWARE LIMITED,,
Company Names Matching,CIN-1,U99999PN1997PTC107867,,U72200PN1997PTC015155,BITWISE SOLUTIONS PRIVATE LIMITED,U99999PN1997PTC107867,BITWISE SOLUTIONS PRIVATE LIMITED,,
Company Names Matching,CIN-1,U17297UP1990PLC012572,,L51491PB1990PLC019212,VARDHMAN ACRYLICS LIMITED,U17297UP1990PLC012572,VARDHMAN ACRYLICS LIMITED,,
Company Names Matching,CIN-1,U51900MH1999PTC120507,,U01122PN1999PTC015324,KNOWN-YOU SEED (INDIA) PRIVATE LIMITED,U51900MH1999PTC120507,KNOWN-YOU SEED (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-1,U99999MH1987PLC045251,,L29299TN1987PLC058738,ESAB INDIA LIMITED,U99999MH1987PLC045251,ESAB INDIA LIMITED,,
Company Names Matching,CIN-1,U17119GJ1982PLC005565,,U17111MH1982PLC118017,PRATIBHA SYNTEX LIMITED,U17119GJ1982PLC005565,PRATIBHA SYNTEX LIMITED,,
Company Names Matching,CIN-1,U73100DL1998PLC092202,,U24110UP1998PLC029591,JUBILANT BIOSYS LIMITED,U73100DL1998PLC092202,JUBILANT BIOSYS LIMITED,,
Company Names Matching,CIN-1,U99999MH1997GAT111065,,U80100TG1997NPL036631,INDIAN SCHOOL OF BUSINESS,U99999MH1997GAT111065,INDIAN SCHOOL OF BUSINESS,,
Company Names Matching,CIN-1,U24121UP2000PLC025708,,L24231UP2000PLC034918,GULSHAN POLYOLS LIMITED,U24121UP2000PLC025708,GULSHAN POLYOLS LIMITED,,
Company Names Matching,CIN-1,U24119MH1986PLC135077,,U15323MP1986PLC003437,KASYAP SWEETNERS LIMITED,U24119MH1986PLC135077,KASYAP SWEETNERS LIMITED,,
Company Names Matching,CIN-1,U24298MH1988PTC047857,,U24100MH1983PTC031128,CALIBRE CHEMICALS PRIVATE LIMITED,U24298MH1988PTC047857,CALIBRE CHEMICALS PRIVATE LIMITED,,
Company Names Matching,CIN-1,U72900TN2016FTC103522,,U72200TN2005PTC057084,SCIENTIFIC GAMES INDIA PRIVATE LIMITED,U72900TN2016FTC103522,SCIENTIFIC GAMES INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U74999TG1989PLC010461,,L99999TG1989PLC057289,GAYATRI PROJECTS LIMITED,U74999TG1989PLC010461,GAYATRI PROJECTS LIMITED,,
Company Names Matching,CIN-1,U25202GJ1996PTC000110,,U21029DD1996PLC003450,PARKSONS PACKAGING LIMITED,U25202GJ1996PTC000110,PARKSONS PACKAGING LIMITED,,
Company Names Matching,CIN-1,U23201MH1999PTC118408,,U23201KA1999PTC035009,KLUBER LUBRICATION INDIA PRIVATE LIMITED,U23201MH1999PTC118408,KLUBER LUBRICATION INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U85110WB1998PTC088057,,U74140DL1994PTC117043,SMS INDIA PRIVATE LIMITED,U85110WB1998PTC088057,SMS INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U72200KA2004PTC033557,,U72200KA1997PTC094389,AMD INDIA PRIVATE LIMITED,U72200KA2004PTC033557,AMD INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U15209DL1991PLC045974,,U01111DL1991PLC189775,STERLING AGRO INDUSTRIES LIMITED,U15209DL1991PLC045974,STERLING AGRO INDUSTRIES LIMITED,,
Company Names Matching,CIN-1,L18209GJ1985PLC157787,,L18209TG1985PLC005581,SANGHI INDUSTRIES LIMITED,L18209GJ1985PLC157787,Sanghi Industries Limited,,
Company Names Matching,CIN-1,Not Applicable,,U65990KL2016PLC045669,ESAF SMALL FINANCE BANK LIMITED,Not Applicable,Esaf Small Finance Bank Limited,,
Company Names Matching,CIN-1,U99999DL1996PTC078113,,U15440DL1996PTC118008,CARGILL INDIA PRIVATE LIMITED,U99999DL1996PTC078113,CARGILL INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U99999MH1993PLC074815,,L15421UP1993PLC018642,DWARIKESH SUGAR INDUSTRIES LIMITED,U99999MH1993PLC074815,DWARIKESH SUGAR INDUSTRIES LIMITED,,
Company Names Matching,CIN-1,L01222TG1996PLC024870,,L01222PN1976PLC017422,VENKY'S (INDIA) LIMITED,L01222TG1996PLC024870,VENKY'S (INDIA) LIMITED,,
Company Names Matching,CIN-1,U85110MH1994PTC189922,,U24290KA1985PTC007056,GIVAUDAN (INDIA) PRIVATE LIMITED,U85110MH1994PTC189922,GIVAUDAN (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-1,U17110MH1982PLC027772,,L99999DN1982PLC000128,JBF INDUSTRIES LIMITED,U17110MH1982PLC027772,JBF INDUSTRIES LIMITED,,
Company Names Matching,CIN-1,U99999MH1948PLC006165,,L74899DL1974GOI007417,NATIONAL FERTILIZERS LIMITED,U99999MH1948PLC006165,NATIONAL FERTILIZERS LIMITED,,
Company Names Matching,CIN-1,U99999TN1992PLC022842,,U29249TN1992PLC051417,SUNDARAM AUTO COMPONENTS LIMITED,U99999TN1992PLC022842,SUNDARAM AUTO COMPONENTS LIMITED,,
Company Names Matching,CIN-1,L72100HR1992PLC128382,,L72100DL1992PLC048753,COFORGE LIMITED,L72100HR1992PLC128382,Coforge Limited,,
Company Names Matching,CIN-1,U07222PN1980PTC017423,,U01222TG1980PTC024619,VENCO RESEARCH AND BREEDING FARM PRIVATE LIMITED,U07222PN1980PTC017423,VENCO RESEARCH AND BREEDING FARM PRIVATE LIMITED,,
Company Names Matching,CIN-1,L68100MH1946PLC004886,,L17100MH1946PLC004886,NESCO LIMITED,L68100MH1946PLC004886,Nesco Limited,,
Company Names Matching,CIN-1,L36992MH1948PLC014038,,L36992MH1948PLC014083,RALLIS INDIA LIMITED,L36992MH1948PLC014038,Rallis India Limited,,
Company Names Matching,CIN-1,U99999KA1947PLC001035,,L27109HR1980PLC010724,PRAKASH INDUSTRIES LIMITED,U99999KA1947PLC001035,PRAKASH INDUSTRIES LIMITED,,
Company Names Matching,CIN-1,Not Applicable,,L65191TN1993PLC025280,EQUITAS SMALL FINANCE BANK LIMITED,Not Applicable,Equitas Small Finance Bank Limited,,
Company Names Matching,CIN-1,U74900DL1972PLC006345,,L23109MP1972PLC008290,HEG LIMITED,U74900DL1972PLC006345,HEG LIMITED,,
Company Names Matching,CIN-1,U99999MH1979PLC021309,,L21029GJ1979PLC034027,SEA LORD CONTAINERS LIMITED,U99999MH1979PLC021309,SEA LORD CONTAINERS LIMITED,,
Company Names Matching,CIN-1,L26932DN1987PLC005837,,U26932GA1987PLC006287,PRINCE PIPES AND FITTINGS LIMITED,L26932DN1987PLC005837,Prince Pipes And Fittings Limited,,
Company Names Matching,CIN-1,U72200MH1990PLC056613,,L72900MH1992PLC069662,HEXAWARE TECHNOLOGIES LIMITED,U72200MH1990PLC056613,HEXAWARE TECHNOLOGIES LIMITED,,
Company Names Matching,CIN-1,U09211DL1999PLC102338,,L92199MH1999PLC353754,INOX LEISURE LIMITED,U09211DL1999PLC102338,INOX LEISURE LIMITED,,
Company Names Matching,CIN-1,U18101WB2001PTC092882,,U18100GJ1997PTC033216,VISHAL FASHIONS PRIVATE LIMITED,U18101WB2001PTC092882,VISHAL FASHIONS PRIVATE LIMITED,,
Company Names Matching,CIN-1,U29220WB1996PTC092456,,U28939MH1996PTC096158,CARBIDE CUTTING TOOLS PRIVATE LIMITED,U29220WB1996PTC092456,CARBIDE CUTTING TOOLS PRIVATE LIMITED,,
Company Names Matching,CIN-1,U34300PN1997PTC015240,,U29253DL1997PTC089827,INA BEARINGS INDIA PRIVATE LIMITED,U34300PN1997PTC015240,INA BEARINGS INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,U29299KA2019PTC122150,,U85110KA1998PTC024139,MILLTEC MACHINERY,U29299KA2019PTC122150,MILLTEC MACHINERY PRIVATE LIMITED,,
Company Names Matching,CIN-1,U99999MH1964PLC012848,,U33112DL1998PTC092320,AJIT INDUSTRIES PRIVATE LIMITED,U99999MH1964PLC012848,AJIT INDUSTRIES PRIVATE LIMITED,,
Company Names Matching,CIN-1,U64201MH1999PTC294960,,U64201GJ1999PTC059542,VODAFONE INDIA SERVICES,U64201MH1999PTC294960,VODAFONE INDIA SERVICES PRIVATE LIMITED,,
Company Names Matching,CIN-1,U74140UP1978GOI028629,,U00365JH1978PLC001321,PROJECTS AND DEVELOPMENT INDIA LIMITED,U74140UP1978GOI028629,PROJECTS AND DEVELOPMENT INDIA LIMITED,,
Company Names Matching,CIN-1,U74899HR1994PLC090582,,U74899DL1994PLC063761,MINDA INVESTMENTS,U74899HR1994PLC090582,MINDA INVESTMENTS LIMITED,,
Company Names Matching,CIN-1,U74999GJ2012PTC126357,,U74999HR2012PTC045075,ILLUMINATI TRADING,U74999GJ2012PTC126357,ILLUMINATI TRADING PRIVATE LIMITED,,
Company Names Matching,CIN-1,U74999HR2004PTC035786,,U33119DL2004PTC128913,DEGANIA MEDICAL DEVICES PRIVATE LIMITED,U74999HR2004PTC035786,DEGANIA MEDICAL DEVICES PRIVATE LIMITED,,
